# Wordlist

# DATA
ID	DOCULECT	DOCULECTID	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	PHONETIC	CONCEPTICON_ID	CONCEPTICON_GLOSS
3387	Renli	RL	sand1270	crossbow	212	tsuŋ⁵ ha³	tsuŋ⁵ ha³	tsoŋ⁵ hã³	3193	CROSSBOW
3396	Juqian	JQ	sand1270	crossbow	212	n̥a⁵	n̥a⁵	n̥a⁵	3193	CROSSBOW
3405	Shuiyao	SY	sand1270	crossbow	212	n̥a³	n̥a³	n̥a³	3193	CROSSBOW
3414	Jiarong	JR	sand1270	crossbow	212	n̥a³	n̥a³	n̥a³	3193	CROSSBOW
3423	Shuiwei	SW	sand1270	crossbow	212	n̥a³	n̥a³	n̥a³	3193	CROSSBOW
3432	Pandong	PD	pand1262	crossbow	212	ka¹ hjã³	ka¹ hjã³	ka¹ hjã³	3193	CROSSBOW
3441	Jiaoli	JL	pand1262	crossbow	212				3193	CROSSBOW
3450	Tangnian	TN	anya1244	crossbow	212				3193	CROSSBOW
3459	Banliang	BL	anya1244	crossbow	212	kʰam³	kʰam³	kʰɐm³	3193	CROSSBOW
#
1543	Sandong	SD	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1554	Zhonghe	ZH	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1565	Tingpai	TP	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1576	Antang	AT	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1587	Tangzhou	TZ	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1598	Dujiang	DJ	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1609	Sanjiang	SJ	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1620	Renli	RL	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1631	Juqian	JQ	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1642	Shuiyao	SY	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1653	Jiarong	JR	sand1270	crow	098	qa¹ ʁa²	qa¹ ʁa²	qa¹ ʁa²	913	CROW
1664	Shuiwei	SW	sand1270	crow	098	qa¹	qa¹	qa¹	913	CROW
1675	Pandong	PD	pand1262	crow	098	qa¹	qa¹	qa¹	913	CROW
1686	Jiaoli	JL	pand1262	crow	098	qa¹	qa¹	qa¹	913	CROW
1697	Tangnian	TN	anya1244	crow	098	qa¹	qa¹	qa¹	913	CROW
1708	Banliang	BL	anya1244	crow	098	qa¹ qam⁵	qa¹ qam⁵	qa¹ qɐm⁵	913	CROW
#
1724	Sandong	SD	sand1270	crucian carp	114	fit⁸	fit⁸	fiːt⁸	2784	CRUCIAN CARP
1734	Zhonghe	ZH	sand1270	crucian carp	114	fik⁸	fik⁸	fiːk⁸	2784	CRUCIAN CARP
1744	Tingpai	TP	sand1270	crucian carp	114	fit⁸	fit⁸	fiːt⁸	2784	CRUCIAN CARP
1755	Antang	AT	sand1270	crucian carp	114	fit⁸	fit⁸	fiːt⁸	2784	CRUCIAN CARP
1765	Tangzhou	TZ	sand1270	crucian carp	114	fit⁸	fit⁸	fiːt⁸	2784	CRUCIAN CARP
1775	Dujiang	DJ	sand1270	crucian carp	114	fik⁸	fik⁸	fiːk⁸	2784	CRUCIAN CARP
1785	Sanjiang	SJ	sand1270	crucian carp	114	fik⁸	fik⁸	fiːk⁸	2784	CRUCIAN CARP
1795	Renli	RL	sand1270	crucian carp	114	fik⁸	fik⁸	fiːk⁸	2784	CRUCIAN CARP
1805	Juqian	JQ	sand1270	crucian carp	114	fik⁸	fik⁸	ɸiːk⁸	2784	CRUCIAN CARP
1816	Shuiyao	SY	sand1270	crucian carp	114	fik⁸	fik⁸	fik⁸	2784	CRUCIAN CARP
1826	Jiarong	JR	sand1270	crucian carp	114	fit⁸	fit⁸	fit⁸	2784	CRUCIAN CARP
1836	Shuiwei	SW	sand1270	crucian carp	114	mum⁶ fik⁸	mum⁶ fik⁸	mom⁶ fik⁸	2784	CRUCIAN CARP
1846	Pandong	PD	pand1262	crucian carp	114	fit⁸	fit⁸	fit⁸	2784	CRUCIAN CARP
1856	Jiaoli	JL	pand1262	crucian carp	114	mom⁶ kaːm³	mom⁶ kaːm³	mɔːm⁶ kaːm³	2784	CRUCIAN CARP
1866	Tangnian	TN	anya1244	crucian carp	114	pik⁸	pik⁸	piːk⁸	2784	CRUCIAN CARP
1876	Banliang	BL	anya1244	crucian carp	114	pit⁸	pit⁸	piːt⁸	2784	CRUCIAN CARP
#
3171	Sandong	SD	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3180	Zhonghe	ZH	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3189	Tingpai	TP	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3199	Antang	AT	sand1270	cup	200	tsoŋ¹	tsoŋ¹	tsɔːŋ¹	476	CUP
3208	Tangzhou	TZ	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3217	Dujiang	DJ	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3226	Sanjiang	SJ	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3235	Renli	RL	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3244	Juqian	JQ	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3254	Shuiyao	SY	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3263	Jiarong	JR	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsʊŋ¹	476	CUP
3273	Shuiwei	SW	sand1270	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3283	Pandong	PD	pand1262	cup	200	ȶuŋ¹	ȶuŋ¹	tɕoŋ¹	476	CUP
3292	Jiaoli	JL	pand1262	cup	200	ȶuŋ¹	ȶuŋ¹	tɕoŋ¹	476	CUP
3302	Tangnian	TN	anya1244	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
3311	Banliang	BL	anya1244	cup	200	tsuŋ¹	tsuŋ¹	tsoŋ¹	476	CUP
#
614	Sandong	SD	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɔu⁶	3243	CYPRESS
623	Zhonghe	ZH	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
632	Tingpai	TP	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
641	Antang	AT	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
650	Tangzhou	TZ	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɔu⁶	3243	CYPRESS
659	Dujiang	DJ	sand1270	cypress	041	faːk⁷ n̥o⁶	faːk⁷ n̥o⁶	faːk⁷ n̥ɔ⁶	3243	CYPRESS
668	Sanjiang	SJ	sand1270	cypress	041				3243	CYPRESS
677	Renli	RL	sand1270	cypress	041				3243	CYPRESS
686	Juqian	JQ	sand1270	cypress	041	mjau⁶	mjau⁶	mjɐu⁶	3243	CYPRESS
695	Shuiyao	SY	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
704	Jiarong	JR	sand1270	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
713	Shuiwei	SW	sand1270	cypress	041	mjau⁶	mjau⁶	mjɐu⁶	3243	CYPRESS
722	Pandong	PD	pand1262	cypress	041	ŋau⁶	ŋau⁶	ŋau⁶	3243	CYPRESS
731	Jiaoli	JL	pand1262	cypress	041	ŋau⁶	ŋau⁶	ŋau⁶	3243	CYPRESS
740	Tangnian	TN	anya1244	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
749	Banliang	BL	anya1244	cypress	041	ŋau⁶	ŋau⁶	ŋɐu⁶	3243	CYPRESS
#
7834	Sandong	SD	sand1270	dark (night)	510	ⁿdjəŋ⁵	ⁿdjəŋ⁵	ⁿdjɪŋ⁵	706	DARK
7844	Zhonghe	ZH	sand1270	dark (night)	510	ⁿdjəŋ⁵	ⁿdjəŋ⁵	ⁿdjɪŋ⁵	706	DARK
7854	Tingpai	TP	sand1270	dark (night)	510	ⁿdiŋ⁵	ⁿdiŋ⁵	ⁿdiŋ⁵	706	DARK
7864	Antang	AT	sand1270	dark (night)	510	ⁿdjəŋ⁵	ⁿdjəŋ⁵	ⁿdjəŋ⁵	706	DARK
7874	Tangzhou	TZ	sand1270	dark (night)	510	ⁿdjəŋ⁵	ⁿdjəŋ⁵	ⁿdjəŋ⁵	706	DARK
7884	Dujiang	DJ	sand1270	dark (night)	510	ⁿdjəŋ⁵	ⁿdjəŋ⁵	ⁿdjəŋ⁵	706	DARK
7894	Sanjiang	SJ	sand1270	dark (night)	510	ⁿdiŋ⁵	ⁿdiŋ⁵	ⁿdiŋ⁵	706	DARK
7904	Renli	RL	sand1270	dark (night)	510	ⁿdiŋ⁵	ⁿdiŋ⁵	ⁿdiŋ⁵	706	DARK
7914	Juqian	JQ	sand1270	dark (night)	510	hup⁷	hup⁷	hop⁷	706	DARK
7924	Shuiyao	SY	sand1270	dark (night)	510	həp⁷	həp⁷	xəp⁷	706	DARK
7934	Jiarong	JR	sand1270	dark (night)	510	hup⁷	hup⁷	hʊp⁷	706	DARK
7944	Shuiwei	SW	sand1270	dark (night)	510	hup⁷	hup⁷	hop⁷	706	DARK
7954	Pandong	PD	pand1262	dark (night)	510	ⁿdiəŋ⁵	ⁿdiəŋ⁵	diəŋ⁵	706	DARK
7964	Jiaoli	JL	pand1262	dark (night)	510	ⁿdiəŋ⁵	ⁿdiəŋ⁵	diəŋ⁵	706	DARK
7974	Tangnian	TN	anya1244	dark (night)	510	ⁿdjəŋ⁵	ⁿdjəŋ⁵	ⁿdɪŋ⁵	706	DARK
7984	Banliang	BL	anya1244	dark (night)	510	təŋ⁵	təŋ⁵	təŋ⁵	706	DARK
#
4371	Sandong	SD	sand1270	daughter	276	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	1357	DAUGHTER
4380	Zhonghe	ZH	sand1270	daughter	276	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	1357	DAUGHTER
4389	Tingpai	TP	sand1270	daughter	276	laːk⁸ ʔbiak⁷	laːk⁸ ʔbiak⁷	laːʔ⁸ ʔbiːaʔ⁷	1357	DAUGHTER
4398	Antang	AT	sand1270	daughter	276	laːk⁸ ʔbiek⁷	laːk⁸ ʔbiek⁷	laːk⁸ ʔbiɛk⁷	1357	DAUGHTER
4407	Tangzhou	TZ	sand1270	daughter	276	laːk⁸ ʔmjek⁷	laːk⁸ ʔmjek⁷	laːk⁸ ʔmiek⁷	1357	DAUGHTER
4416	Dujiang	DJ	sand1270	daughter	276	laːk⁸ mbjaːk⁷	laːk⁸ mbjaːk⁷	laːk⁸ mbjaːk⁷	1357	DAUGHTER
4425	Sanjiang	SJ	sand1270	daughter	276	laːk⁸ mbjaːk⁷	laːk⁸ mbjaːk⁷	laːk⁸ bjaːk⁷	1357	DAUGHTER
4434	Renli	RL	sand1270	daughter	276	laːk⁸ mbjaːk⁷	laːk⁸ mbjaːk⁷	laːk⁸ bjaːk⁷	1357	DAUGHTER
4443	Juqian	JQ	sand1270	daughter	276	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	1357	DAUGHTER
4452	Shuiyao	SY	sand1270	daughter	276	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	1357	DAUGHTER
4461	Jiarong	JR	sand1270	daughter	276	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	1357	DAUGHTER
4470	Shuiwei	SW	sand1270	daughter	276	laːk⁸ ʔbjaːk⁷	laːk⁸ ʔbjaːk⁷	laːk⁸ bjaːk⁷	1357	DAUGHTER
4479	Pandong	PD	pand1262	daughter	276	laːk⁸ mbiak⁷	laːk⁸ mbiak⁷	laːk⁸ biɐk⁷	1357	DAUGHTER
4488	Jiaoli	JL	pand1262	daughter	276	la² mbiek⁷	la² mbiek⁷	lɐ² biɛʔ⁷	1357	DAUGHTER
4497	Tangnian	TN	anya1244	daughter	276	laːk⁸ mjaːk⁷	laːk⁸ mjaːk⁷	laːk⁸ mjaːk⁷	1357	DAUGHTER
4506	Banliang	BL	anya1244	daughter	276	lak⁸ mjaːk⁷	lak⁸ mjaːk⁷	lak⁸ mjaːk⁷	1357	DAUGHTER
#
4369	Sandong	SD	sand1270	daughter-in-law	274	laːk⁸ ɕa³	laːk⁸ ɕa³	laːk⁸ça³	1057	DAUGHTER-IN-LAW
4378	Zhonghe	ZH	sand1270	daughter-in-law	274	laːk⁸ ɕa³	laːk⁸ ɕa³	laːk⁸ ɕa³	1057	DAUGHTER-IN-LAW
4387	Tingpai	TP	sand1270	daughter-in-law	274	laːk⁸ lia³	laːk⁸ lia³	laːʔ⁸ liːa³	1057	DAUGHTER-IN-LAW
4396	Antang	AT	sand1270	daughter-in-law	274	laːk⁸ hie³	laːk⁸ hie³	laːk⁸ hiːɛ³	1057	DAUGHTER-IN-LAW
4405	Tangzhou	TZ	sand1270	daughter-in-law	274	laːk⁸ ɕe³	laːk⁸ ɕe³	laːk⁸ ɕie³	1057	DAUGHTER-IN-LAW
4414	Dujiang	DJ	sand1270	daughter-in-law	274	laːk⁸ hja³	laːk⁸ hja³	laːk⁸ hja³	1057	DAUGHTER-IN-LAW
4423	Sanjiang	SJ	sand1270	daughter-in-law	274	laːk⁸ hja³	laːk⁸ hja³	laːk⁸ hja³	1057	DAUGHTER-IN-LAW
4432	Renli	RL	sand1270	daughter-in-law	274	laːk⁸ hja³	laːk⁸ hja³	laːk⁸ hja³	1057	DAUGHTER-IN-LAW
4441	Juqian	JQ	sand1270	daughter-in-law	274	laːk⁸ ɕa³	laːk⁸ ɕa³	laːk⁸ ɕa³	1057	DAUGHTER-IN-LAW
4450	Shuiyao	SY	sand1270	daughter-in-law	274	ɕa³	ɕa³	ɕa³	1057	DAUGHTER-IN-LAW
4459	Jiarong	JR	sand1270	daughter-in-law	274	laːk⁸ ɕa³	laːk⁸ ɕa³	laːk⁸ ɬa³	1057	DAUGHTER-IN-LAW
4468	Shuiwei	SW	sand1270	daughter-in-law	274	laːk⁸ ɕa³	laːk⁸ ɕa³	laːk⁸ ɕa³	1057	DAUGHTER-IN-LAW
4477	Pandong	PD	pand1262	daughter-in-law	274	laːk⁸ lia³	laːk⁸ lia³	laːk⁸ lia³	1057	DAUGHTER-IN-LAW
4486	Jiaoli	JL	pand1262	daughter-in-law	274	lie³	lie³	liɛ³	1057	DAUGHTER-IN-LAW
4495	Tangnian	TN	anya1244	daughter-in-law	274	laːk⁸ ɕa³	laːk⁸ ɕa³	laːk⁸ ɕa³	1057	DAUGHTER-IN-LAW
4504	Banliang	BL	anya1244	daughter-in-law	274	lak⁸ ɕa³	lak⁸ ɕa³	lak⁸ hja³	1057	DAUGHTER-IN-LAW
#
134	Sandong	SD	sand1270	day	014	van¹	van¹	vɐn¹	1225	DAY (NOT NIGHT)
144	Zhonghe	ZH	sand1270	day	014	van¹	van¹	vɐn¹	1225	DAY (NOT NIGHT)
154	Tingpai	TP	sand1270	day	014	van¹	van¹	van¹	1225	DAY (NOT NIGHT)
163	Antang	AT	sand1270	day	014	van¹	van¹	van¹	1225	DAY (NOT NIGHT)
172	Tangzhou	TZ	sand1270	day	014	van¹	van¹	vɐn¹	1225	DAY (NOT NIGHT)
181	Dujiang	DJ	sand1270	day	014	van¹	van¹	van¹	1225	DAY (NOT NIGHT)
190	Sanjiang	SJ	sand1270	day	014	van¹	van¹	vɐn¹	1225	DAY (NOT NIGHT)
199	Renli	RL	sand1270	day	014	van¹	van¹	wan¹	1225	DAY (NOT NIGHT)
208	Juqian	JQ	sand1270	day	014	van¹	van¹	wɐn¹	1225	DAY (NOT NIGHT)
217	Shuiyao	SY	sand1270	day	014	van¹	van¹	wɐn¹	1225	DAY (NOT NIGHT)
226	Jiarong	JR	sand1270	day	014	van¹	van¹	wɐn¹	1225	DAY (NOT NIGHT)
235	Shuiwei	SW	sand1270	day	014	van¹	van¹	wan¹	1225	DAY (NOT NIGHT)
244	Pandong	PD	pand1262	day	014	van¹	van¹	wan¹	1225	DAY (NOT NIGHT)
253	Jiaoli	JL	pand1262	day	014	van¹	van¹	vɐn¹	1225	DAY (NOT NIGHT)
262	Tangnian	TN	anya1244	day	014	van¹	van¹	van¹	1225	DAY (NOT NIGHT)
271	Banliang	BL	anya1244	day	014	pan¹	pan¹	pɐn¹	1225	DAY (NOT NIGHT)
#
8165	Sandong	SD	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdɐk⁷	996	DEAF
8174	Zhonghe	ZH	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdɐk⁷	996	DEAF
8183	Tingpai	TP	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdaʔ⁷	996	DEAF
8192	Antang	AT	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdak⁷	996	DEAF
8201	Tangzhou	TZ	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdɐk⁷	996	DEAF
8210	Dujiang	DJ	sand1270	deaf	525	ⁿdak⁷	ⁿdak⁷	ⁿdak⁷	996	DEAF
8219	Sanjiang	SJ	sand1270	deaf	525	ⁿdak⁷	ⁿdak⁷	ⁿdɐk⁷	996	DEAF
8228	Renli	RL	sand1270	deaf	525	ⁿdak⁷	ⁿdak⁷	ⁿdak⁷	996	DEAF
8237	Juqian	JQ	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdɐk⁷	996	DEAF
8246	Shuiyao	SY	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdɐk⁷	996	DEAF
8255	Jiarong	JR	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdɐk⁷	996	DEAF
8264	Shuiwei	SW	sand1270	deaf	525	ʔdak⁷	ʔdak⁷	ʔdak⁷	996	DEAF
8274	Pandong	PD	pand1262	deaf	525	ⁿdak⁷	ⁿdak⁷	dak⁷	996	DEAF
8285	Jiaoli	JL	pand1262	deaf	525	ⁿdak⁷	ⁿdak⁷	dɐk⁷	996	DEAF
8294	Tangnian	TN	anya1244	deaf	525	lak⁷	lak⁷	lak⁷	996	DEAF
8303	Banliang	BL	anya1244	deaf	525	lak⁷	lak⁷	lak⁷	996	DEAF
#
8824	Sandong	SD	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8836	Zhonghe	ZH	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8848	Tingpai	TP	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjam¹	1593	DEEP
8860	Antang	AT	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjam¹	1593	DEEP
8872	Tangzhou	TZ	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8884	Dujiang	DJ	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjam¹	1593	DEEP
8896	Sanjiang	SJ	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8908	Renli	RL	sand1270	deep	572	jam¹	jam¹	jɐm¹	1593	DEEP
8920	Juqian	JQ	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8932	Shuiyao	SY	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8944	Jiarong	JR	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjɐm¹	1593	DEEP
8956	Shuiwei	SW	sand1270	deep	572	ʔjam¹	ʔjam¹	ʔjam¹	1593	DEEP
8968	Pandong	PD	pand1262	deep	572	ɣam¹	ɣam¹	ɣam¹	1593	DEEP
8980	Jiaoli	JL	pand1262	deep	572	jam¹	jam¹	jam¹	1593	DEEP
8992	Tangnian	TN	anya1244	deep	572	jam¹	jam¹	jam¹	1593	DEEP
9004	Banliang	BL	anya1244	deep	572	jam¹	jam¹	jɐm¹	1593	DEEP
#
8	Sandong	SD	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
16	Zhonghe	ZH	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
24	Tingpai	TP	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
32	Antang	AT	sand1270	dew	008	nam³ ȵi²	nam³ ȵi²	nam³ ȵi²	1977	DEW
40	Tangzhou	TZ	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
48	Dujiang	DJ	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
56	Sanjiang	SJ	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
64	Renli	RL	sand1270	dew	008	ȵi²	ȵi²	ȵi²	1977	DEW
72	Juqian	JQ	sand1270	dew	008	ȵe²	ȵe²	ȵe²	1977	DEW
80	Shuiyao	SY	sand1270	dew	008	ȵe²	ȵe²	ȵe²	1977	DEW
88	Jiarong	JR	sand1270	dew	008	ȵe²	ȵe²	ȵe²	1977	DEW
96	Shuiwei	SW	sand1270	dew	008	ȵe²	ȵe²	ȵe²	1977	DEW
104	Pandong	PD	pand1262	dew	008	nam³ ni²	nam³ ni²	nam³ ni²	1977	DEW
112	Jiaoli	JL	pand1262	dew	008	nam³ ȵi²	nam³ ȵi²	nam³ ȵi²	1977	DEW
120	Tangnian	TN	anya1244	dew	008	nam⁴ me¹	nam⁴ me¹	nam⁴ mɛ¹	1977	DEW
128	Banliang	BL	anya1244	dew	008	nam⁴ me¹	nam⁴ me¹	nɐm⁴ mɛ¹	1977	DEW
#
8310	Sandong	SD	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8321	Zhonghe	ZH	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8332	Tingpai	TP	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8343	Antang	AT	sand1270	difficult	532	ʔjam¹	ʔjam¹	ʔjam¹	584	DIFFICULT
8354	Tangzhou	TZ	sand1270	difficult	532	ʔjam¹	ʔjam¹	ʔjɐm¹	584	DIFFICULT
8365	Dujiang	DJ	sand1270	difficult	532	naːn²	naːn²	naːn²	584	DIFFICULT
8376	Sanjiang	SJ	sand1270	difficult	532	naːn²	naːn²	naːn²	584	DIFFICULT
8387	Renli	RL	sand1270	difficult	532	naːn²	naːn²	naːn²	584	DIFFICULT
8398	Juqian	JQ	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8409	Shuiyao	SY	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8420	Jiarong	JR	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8431	Shuiwei	SW	sand1270	difficult	532	ʔȵaːm¹	ʔȵaːm¹	ʔȵaːm¹	584	DIFFICULT
8442	Pandong	PD	pand1262	difficult	532	joŋ⁶	joŋ⁶	jɔɐŋ⁶	584	DIFFICULT
8453	Jiaoli	JL	pand1262	difficult	532	naːn²	naːn²	naːn²	584	DIFFICULT
8464	Tangnian	TN	anya1244	difficult	532	jaːm¹	jaːm¹	jaːm¹	584	DIFFICULT
8475	Banliang	BL	anya1244	difficult	532	jaːm¹	jaːm¹	jaːm¹	584	DIFFICULT
#
3015	Sandong	SD	sand1270	dipping sauce	195	tsaːn¹	tsaːn¹	tsaːn¹		
3025	Zhonghe	ZH	sand1270	dipping sauce	195	tui⁴ tsaːn¹	tui⁴ tsaːn¹	tuːi⁴ tsaːn¹		
3035	Tingpai	TP	sand1270	dipping sauce	195	lu⁵ tsim⁵	lu⁵ tsim⁵	lu⁵ tsim⁵		
3045	Antang	AT	sand1270	dipping sauce	195	tsim⁵	tsim⁵	tsim⁵		
3055	Tangzhou	TZ	sand1270	dipping sauce	195	tsim⁵	tsim⁵	tsim⁵		
3065	Dujiang	DJ	sand1270	dipping sauce	195	ȶim⁵	ȶim⁵	tɕim⁵		
3075	Sanjiang	SJ	sand1270	dipping sauce	195	ljaːn⁵ sup⁷	ljaːn⁵ sup⁷	ljaːn⁵ sop⁷		
3085	Renli	RL	sand1270	dipping sauce	195	lu⁵ ljaːn⁵	lu⁵ ljaːn⁵	lu⁵ ljaːn⁵		
3095	Juqian	JQ	sand1270	dipping sauce	195	tsjum⁵	tsjum⁵	tsjʊm⁵		
3105	Shuiyao	SY	sand1270	dipping sauce	195	lu⁵ kwa¹	lu⁵ kwa¹	lu⁵ kwa¹		
3115	Jiarong	JR	sand1270	dipping sauce	195	lu⁵ tsjup⁷	lu⁵ tsjup⁷	lu⁵ tsjʊp⁷		
3125	Shuiwei	SW	sand1270	dipping sauce	195	lu⁵ sup⁷	lu⁵ sup⁷	lu⁵ sop⁷		
3135	Pandong	PD	pand1262	dipping sauce	195	ȶim⁵	ȶim⁵	tɕim⁵		
3145	Jiaoli	JL	pand1262	dipping sauce	195	nam³ tsəm⁵	nam³ tsəm⁵	nam³ tsəm⁵		
3155	Tangnian	TN	anya1244	dipping sauce	195	tsim⁵	tsim⁵	tsim⁵		
3165	Banliang	BL	anya1244	dipping sauce	195	tsim⁵	tsim⁵	tsim⁵		
#
3169	Sandong	SD	sand1270	dish	199	pʰon², tjep⁸	pʰon²	pʰɔn²	481	DISH
3170	Sandong	SD	sand1270	dish	199	pʰon², tjep⁸	tjep⁸	 tjeːp⁸	481	DISH
3179	Zhonghe	ZH	sand1270	dish	199	pʰon⁴	pʰon⁴	pʰuɔn⁴	481	DISH
3188	Tingpai	TP	sand1270	dish	199	pʰuan⁴	pʰuan⁴	pʰuːɐn⁴	481	DISH
3198	Antang	AT	sand1270	dish	199	pon⁴	pon⁴	poan⁴	481	DISH
3207	Tangzhou	TZ	sand1270	dish	199	pon²	pon²	pɔːn²	481	DISH
3216	Dujiang	DJ	sand1270	dish	199	tjep⁸	tjep⁸	tjɛːp⁸	481	DISH
3225	Sanjiang	SJ	sand1270	dish	199	tsen³	tsen³	tsɛːn³	481	DISH
3234	Renli	RL	sand1270	dish	199	tjep⁸	tjep⁸	tiɛp⁸	481	DISH
3243	Juqian	JQ	sand1270	dish	199	tsjen³	tsjen³	tsjeːn³	481	DISH
3253	Shuiyao	SY	sand1270	dish	199	maːn²	maːn²	maːn²	481	DISH
3262	Jiarong	JR	sand1270	dish	199	tsjen³	tsjen³	tsjen³	481	DISH
3272	Shuiwei	SW	sand1270	dish	199	tjep⁸	tjep⁸	tiɛp⁸	481	DISH
3282	Pandong	PD	pand1262	dish	199	teŋ⁵	teŋ⁵	teːŋ⁵	481	DISH
3291	Jiaoli	JL	pand1262	dish	199	pʰə⁶ tsɿ³	pʰə⁶ tsɿ³	pʰɤ⁶ tsɿ³	481	DISH
3300	Tangnian	TN	anya1244	dish	199	pʰon⁴, tje²	pʰon⁴	pʰɔːn⁴	481	DISH
3301	Tangnian	TN	anya1244	dish	199	pʰon⁴, tje²	tje²	 tje²	481	DISH
3310	Banliang	BL	anya1244	dish	199	pon²	pon²	pɔːn²	481	DISH
#
