# Wordlist

# DATA
ID	DOCULECT	DOCULECTID	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	PHONETIC	CONCEPTICON_ID	CONCEPTICON_GLOSS
7179	Antang	AT	sand1270	1PL; we(incl.)	462	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	ȶen¹ ⁿdaːu¹	1131	WE (INCLUSIVE)
7188	Tangzhou	TZ	sand1270	1PL; we(incl.)	462	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	tɕen¹ ⁿdaːu¹	1131	WE (INCLUSIVE)
7197	Dujiang	DJ	sand1270	1PL; we(incl.)	462	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	tɕɪn¹ ⁿdaːu¹	1131	WE (INCLUSIVE)
7206	Sanjiang	SJ	sand1270	1PL; we(incl.)	462	ⁿdaːu¹	ⁿdaːu¹	ⁿdaːu¹	1131	WE (INCLUSIVE)
7215	Renli	RL	sand1270	1PL; we(incl.)	462	ⁿdaːu¹	ⁿdaːu¹	ⁿdaːu¹	1131	WE (INCLUSIVE)
7224	Juqian	JQ	sand1270	1PL; we(incl.)	462	ȶən¹ taːu¹	ȶən¹ taːu¹	tɕɪn¹ taːu¹	1131	WE (INCLUSIVE)
7233	Shuiyao	SY	sand1270	1PL; we(incl.)	462	ⁿdaːu¹	ⁿdaːu¹	ⁿdaːu¹	1131	WE (INCLUSIVE)
7242	Jiarong	JR	sand1270	1PL; we(incl.)	462	ȶin¹ taːu¹	ȶin¹ taːu¹	ȶin¹ taːu¹	1131	WE (INCLUSIVE)
7251	Shuiwei	SW	sand1270	1PL; we(incl.)	462	tau² taːu¹	tau² taːu¹	tɐu² taːu¹	1131	WE (INCLUSIVE)
7260	Pandong	PD	pand1262	1PL; we(incl.)	462	ho³ ⁿdaːu¹	ho³ ⁿdaːu¹	ho³ daːu¹	1131	WE (INCLUSIVE)
7269	Jiaoli	JL	pand1262	1PL; we(incl.)	462	tau⁴ ⁿdaːu¹	tau⁴ ⁿdaːu¹	tau⁴ daːu¹	1131	WE (INCLUSIVE)
7278	Tangnian	TN	anya1244	1PL; we(incl.)	462	qə³ ⁿdaːu¹	qə³ ⁿdaːu¹	qə³ ⁿdaːu¹	1131	WE (INCLUSIVE)
7287	Banliang	BL	anya1244	1PL; we(incl.)	462	taːu¹	taːu¹	taːu¹	1131	WE (INCLUSIVE)
#
4518	Sandong	SD	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4527	Zhonghe	ZH	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4536	Tingpai	TP	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4545	Antang	AT	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4554	Tangzhou	TZ	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4563	Dujiang	DJ	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4572	Sanjiang	SJ	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4581	Renli	RL	sand1270	Bouyei	288	jaːi³	jaːi³	jaːi³		
4590	Juqian	JQ	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4599	Shuiyao	SY	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4608	Jiarong	JR	sand1270	Bouyei	288					
4617	Shuiwei	SW	sand1270	Bouyei	288	ʔjaːi³	ʔjaːi³	ʔjaːi³		
4626	Pandong	PD	pand1262	Bouyei	288	jaːi³	jaːi³	jaːi³		
4635	Jiaoli	JL	pand1262	Bouyei	288	jaːi³	jaːi³	jaːi³		
4644	Tangnian	TN	anya1244	Bouyei	288	jaːi³	jaːi³	jaːi³		
4653	Banliang	BL	anya1244	Bouyei	288	jaːi³	jaːi³	jaːi³		
#
1070	Sandong	SD	sand1270	Chinese chives	075	ŋam²	ŋam²	ŋɐm²		
1079	Zhonghe	ZH	sand1270	Chinese chives	075	ŋam²	ŋam²	ŋɐm²		
1088	Tingpai	TP	sand1270	Chinese chives	075	kə⁴ ȶu³	kə⁴ ȶu³	kə⁴ ȶu³		
1097	Antang	AT	sand1270	Chinese chives	075	ȶeu²	ȶeu²	ȶɛu²		
1106	Tangzhou	TZ	sand1270	Chinese chives	075	ŋam²	ŋam²	ŋɐm²		
1115	Dujiang	DJ	sand1270	Chinese chives	075	ŋam²	ŋam²	ŋam²		
1124	Sanjiang	SJ	sand1270	Chinese chives	075	ma¹ ŋam²	ma¹ ŋam²	ma¹ ŋɐm²		
1133	Renli	RL	sand1270	Chinese chives	075	ŋam²	ŋam²	ŋɐm²		
1142	Juqian	JQ	sand1270	Chinese chives	075	ŋam²	ŋam²	ŋɐm²		
1151	Shuiyao	SY	sand1270	Chinese chives	075	qa⁶ ȶu³	qa⁶ ȶu³	qɐ⁶ ȶu³		
1160	Jiarong	JR	sand1270	Chinese chives	075	qa⁶ ȶu³	qa⁶ ȶu³	qa⁶ ȶu³		
1169	Shuiwei	SW	sand1270	Chinese chives	075	qam⁶ ȶu³	qam⁶ ȶu³	qam⁶ tɕu³		
1178	Pandong	PD	pand1262	Chinese chives	075	qum⁶ ȶu³	qum⁶ ȶu³	qom⁶ tɕu³		
1187	Jiaoli	JL	pand1262	Chinese chives	075	ŋam²	ŋam²	ŋam²		
1196	Tangnian	TN	anya1244	Chinese chives	075	ŋam²	ŋam²	ŋam²		
1205	Banliang	BL	anya1244	Chinese chives	075	ŋam²	ŋam²	ŋɐm²		
#
4514	Sandong	SD	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4523	Zhonghe	ZH	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4532	Tingpai	TP	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4541	Antang	AT	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4550	Tangzhou	TZ	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4559	Dujiang	DJ	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4568	Sanjiang	SJ	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4577	Renli	RL	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4586	Juqian	JQ	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4595	Shuiyao	SY	sand1270	Han	284	ȶin¹	ȶin¹	ȶin¹	3373	HAN CHINESE
4604	Jiarong	JR	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4613	Shuiwei	SW	sand1270	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4622	Pandong	PD	pand1262	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4631	Jiaoli	JL	pand1262	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4640	Tangnian	TN	anya1244	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
4649	Banliang	BL	anya1244	Han	284	ka⁴	ka⁴	ka⁴	3373	HAN CHINESE
#
4519	Sandong	SD	sand1270	Kam	289	kam¹	kam¹	kɐm¹		
4528	Zhonghe	ZH	sand1270	Kam	289	kam¹	kam¹	kɐm¹		
4537	Tingpai	TP	sand1270	Kam	289	kam¹	kam¹	kam¹		
4546	Antang	AT	sand1270	Kam	289	kam¹	kam¹	kam¹		
4555	Tangzhou	TZ	sand1270	Kam	289	tuŋ⁶	tuŋ⁶	toŋ⁶		
4564	Dujiang	DJ	sand1270	Kam	289	kam¹	kam¹	kam¹		
4573	Sanjiang	SJ	sand1270	Kam	289	kam¹	kam¹	kɐm¹		
4582	Renli	RL	sand1270	Kam	289	kam¹	kam¹	kɐm¹		
4591	Juqian	JQ	sand1270	Kam	289	kam¹	kam¹	kɐm¹		
4600	Shuiyao	SY	sand1270	Kam	289					
4609	Jiarong	JR	sand1270	Kam	289					
4618	Shuiwei	SW	sand1270	Kam	289	kam¹	kam¹	kam¹		
4627	Pandong	PD	pand1262	Kam	289					
4636	Jiaoli	JL	pand1262	Kam	289	kam¹	kam¹	kam¹		
4645	Tangnian	TN	anya1244	Kam	289	miu¹ tuŋ⁶	miu¹ tuŋ⁶	miu¹ toŋ⁶		
4654	Banliang	BL	anya1244	Kam	289					
#
4516	Sandong	SD	sand1270	Miao	286	miu¹	miu¹	miu¹		
4525	Zhonghe	ZH	sand1270	Miao	286	miu¹	miu¹	miːu¹		
4534	Tingpai	TP	sand1270	Miao	286	miu¹	miu¹	miu¹		
4543	Antang	AT	sand1270	Miao	286	miu¹	miu¹	miu¹		
4552	Tangzhou	TZ	sand1270	Miao	286	miu¹	miu¹	miu¹		
4561	Dujiang	DJ	sand1270	Miao	286	miu¹	miu¹	miːu¹		
4570	Sanjiang	SJ	sand1270	Miao	286	miu¹	miu¹	miu¹		
4579	Renli	RL	sand1270	Miao	286	miu¹	miu¹	miu¹		
4588	Juqian	JQ	sand1270	Miao	286	ʔmiu¹	ʔmiu¹	ʔmiu¹		
4597	Shuiyao	SY	sand1270	Miao	286	ʔmiu¹	ʔmiu¹	ʔmiu¹		
4606	Jiarong	JR	sand1270	Miao	286					
4615	Shuiwei	SW	sand1270	Miao	286	ʔmiu¹	ʔmiu¹	ʔmiu¹		
4624	Pandong	PD	pand1262	Miao	286	miu¹	miu¹	miu¹		
4633	Jiaoli	JL	pand1262	Miao	286	miu¹	miu¹	miu¹		
4642	Tangnian	TN	anya1244	Miao	286	miu¹	miu¹	miu¹		
4651	Banliang	BL	anya1244	Miao	286	miu¹	miu¹	miu¹		
#
9480	Sandong	SD	sand1270	PART.PERF	608	ljeu²	ljeu²	ljeu²		
9487	Zhonghe	ZH	sand1270	PART.PERF	608	lieu²	lieu²	lieu²		
9494	Tingpai	TP	sand1270	PART.PERF	608	ljeu²	ljeu²	ljɛu²		
9500	Antang	AT	sand1270	PART.PERF	608	ljeu²	ljeu²	ljɛu²		
9506	Tangzhou	TZ	sand1270	PART.PERF	608	ljeu²	ljeu²	ljeu²		
9513	Dujiang	DJ	sand1270	PART.PERF	608	ljeu²	ljeu²	liɛu²		
9519	Sanjiang	SJ	sand1270	PART.PERF	608	ljeu²	ljeu²	liæu²		
9526	Renli	RL	sand1270	PART.PERF	608	ljeu²	ljeu²	liɛu²		
9535	Juqian	JQ	sand1270	PART.PERF	608	ɣaːŋ³	ɣaːŋ³	ɣaːŋ³		
9541	Shuiyao	SY	sand1270	PART.PERF	608	ɣaːŋ³	ɣaːŋ³	ɣaːŋ³		
9548	Jiarong	JR	sand1270	PART.PERF	608	ɣaːŋ³	ɣaːŋ³	ɣaːŋ³		
9554	Shuiwei	SW	sand1270	PART.PERF	608	ɣaːŋ³	ɣaːŋ³	ɣaːŋ³		
9563	Pandong	PD	pand1262	PART.PERF	608	liəu⁴	liəu⁴	liəu⁴		
9570	Jiaoli	JL	pand1262	PART.PERF	608	liu⁴	liu⁴	liu⁴		
9578	Tangnian	TN	anya1244	PART.PERF	608	ɣaːŋ⁴	ɣaːŋ⁴	ɣaːŋ⁴		
9585	Banliang	BL	anya1244	PART.PERF	608	ɣaːŋ⁴	ɣaːŋ⁴	ⁿɡaːŋ⁴		
#
4515	Sandong	SD	sand1270	Sui	285	sui³	sui³	sui³		
4524	Zhonghe	ZH	sand1270	Sui	285	sui³	sui³	suːi³		
4533	Tingpai	TP	sand1270	Sui	285	sui³	sui³	sui³		
4542	Antang	AT	sand1270	Sui	285	sui³	sui³	sui³		
4551	Tangzhou	TZ	sand1270	Sui	285	sui³	sui³	sui³		
4560	Dujiang	DJ	sand1270	Sui	285	sui³	sui³	sui³		
4569	Sanjiang	SJ	sand1270	Sui	285	sui³	sui³	sui³		
4578	Renli	RL	sand1270	Sui	285	sui³	sui³	sui³		
4587	Juqian	JQ	sand1270	Sui	285	sui³	sui³	sui³		
4596	Shuiyao	SY	sand1270	Sui	285	sui³	sui³	sui³		
4605	Jiarong	JR	sand1270	Sui	285					
4614	Shuiwei	SW	sand1270	Sui	285	sui³	sui³	sui³		
4623	Pandong	PD	pand1262	Sui	285	sui³	sui³	sui³		
4632	Jiaoli	JL	pand1262	Sui	285	sui³	sui³	sui³		
4641	Tangnian	TN	anya1244	Sui	285	sui³	sui³	sui³		
4650	Banliang	BL	anya1244	Sui	285	sui³	sui³	sui³		
#
4517	Sandong	SD	sand1270	Yao	287	jaːu²	jaːu²	jaːu²		
4526	Zhonghe	ZH	sand1270	Yao	287					
4535	Tingpai	TP	sand1270	Yao	287	jeu²	jeu²	jɛu²		
4544	Antang	AT	sand1270	Yao	287					
4553	Tangzhou	TZ	sand1270	Yao	287	jaːu⁴	jaːu⁴	ʑaːu⁴		
4562	Dujiang	DJ	sand1270	Yao	287					
4571	Sanjiang	SJ	sand1270	Yao	287	ka⁴ paːŋ⁵	ka⁴ paːŋ⁵	ka⁴ paːŋ⁵		
4580	Renli	RL	sand1270	Yao	287	ka⁴ paːŋ⁵	ka⁴ paːŋ⁵	ka⁴ paːŋ⁵		
4589	Juqian	JQ	sand1270	Yao	287	ʔmiu¹	ʔmiu¹	ʔmiu¹		
4598	Shuiyao	SY	sand1270	Yao	287	ʔmiu¹	ʔmiu¹	ʔmiu¹		
4607	Jiarong	JR	sand1270	Yao	287					
4616	Shuiwei	SW	sand1270	Yao	287	ʔmiu¹ jaːu⁴	ʔmiu¹ jaːu⁴	ʔmiu¹ jaːu⁴		
4625	Pandong	PD	pand1262	Yao	287	ȵau¹	ȵau¹	ȵau¹		
4634	Jiaoli	JL	pand1262	Yao	287	miu¹ ʔaːu³	miu¹ ʔaːu³	miu¹ ʔaːu³		
4643	Tangnian	TN	anya1244	Yao	287	miu¹ jaːu⁴	miu¹ jaːu⁴	miu¹ jaːu⁴		
4652	Banliang	BL	anya1244	Yao	287					
#
9477	Sandong	SD	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9483	Zhonghe	ZH	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9490	Tingpai	TP	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjaŋ¹	418	FOR A LONG TIME
9497	Antang	AT	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjaŋ¹	418	FOR A LONG TIME
9503	Tangzhou	TZ	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9510	Dujiang	DJ	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjaŋ¹	418	FOR A LONG TIME
9516	Sanjiang	SJ	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9523	Renli	RL	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9530	Juqian	JQ	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9538	Shuiyao	SY	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9544	Jiarong	JR	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9551	Shuiwei	SW	sand1270	a long time	605	tjaŋ¹	tjaŋ¹	tjaŋ¹	418	FOR A LONG TIME
9559	Pandong	PD	pand1262	a long time	605	naːn²	naːn²	naːn²	418	FOR A LONG TIME
9567	Jiaoli	JL	pand1262	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
9575	Tangnian	TN	anya1244	a long time	605	tjaŋ¹	tjaŋ¹	tjaŋ¹	418	FOR A LONG TIME
9581	Banliang	BL	anya1244	a long time	605	tjaŋ¹	tjaŋ¹	tjɐŋ¹	418	FOR A LONG TIME
#
8166	Sandong	SD	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔmɜi⁵		
8175	Zhonghe	ZH	sand1270	a shame	526	ʔdaːi¹ ʔmai⁵	ʔdaːi¹ ʔmai⁵	ʔdaːi¹		
8184	Tingpai	TP	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔməi⁵		
8193	Antang	AT	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔmɜi⁵		
8202	Tangzhou	TZ	sand1270	a shame	526	ʔdaːi¹ ʔməi⁵	ʔdaːi¹ ʔməi⁵	ʔdaːi¹ ʔmɘi⁵		
8211	Dujiang	DJ	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔmɜi⁵		
8220	Sanjiang	SJ	sand1270	a shame	526	mai⁵	mai⁵	mɐi⁵		
8229	Renli	RL	sand1270	a shame	526	mai⁵	mai⁵	mɜi⁵		
8238	Juqian	JQ	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔmɜi⁵		
8247	Shuiyao	SY	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔmɜi⁵		
8256	Jiarong	JR	sand1270	a shame	526	ʔmai⁵	ʔmai⁵	ʔmɛi⁵		
8265	Shuiwei	SW	sand1270	a shame	526	ʔmai⁵ ho³	ʔmai⁵ ho³	ʔmɜi⁵ ho³		
8275	Pandong	PD	pand1262	a shame	526	ⁿdai³ mai⁵	ⁿdai³ mai⁵	dai³ mai⁵		
8286	Jiaoli	JL	pand1262	a shame	526	mai⁵	mai⁵	mai⁵		
8295	Tangnian	TN	anya1244	a shame	526	mi⁵	mi⁵	mi⁵		
8304	Banliang	BL	anya1244	a shame	526	mi⁵	mi⁵	mi⁵		
#
9365	Sandong	SD	sand1270	a while	598	ti³ tsjaːŋ²	ti³ tsjaːŋ²	ti³ tsjaːŋ²	726	WHILE
9372	Zhonghe	ZH	sand1270	a while	598	ti³ ɕaŋ³	ti³ ɕaŋ³	ti³ ɕɐŋ³	726	WHILE
9379	Tingpai	TP	sand1270	a while	598				726	WHILE
9386	Antang	AT	sand1270	a while	598	ti³ ȶʰi⁵	ti³ ȶʰi⁵	ti³ ȶʰi⁵	726	WHILE
9393	Tangzhou	TZ	sand1270	a while	598	ti³ ɕaŋ³	ti³ ɕaŋ³	ti³ ɕɐŋ³	726	WHILE
9400	Dujiang	DJ	sand1270	a while	598	ti³ hjaŋ³	ti³ hjaŋ³	ti³ hjaŋ³	726	WHILE
9407	Sanjiang	SJ	sand1270	a while	598	ti³ ȶaŋ²	ti³ ȶaŋ²	ti³ tɕɐŋ²	726	WHILE
9414	Renli	RL	sand1270	a while	598	ti³ ȶaːŋ²	ti³ ȶaːŋ²	ti³ ȶaːŋ²	726	WHILE
9421	Juqian	JQ	sand1270	a while	598	tə³ tsjaːŋ²	tə³ tsjaːŋ²	tə³ tsjaːŋ²	726	WHILE
9428	Shuiyao	SY	sand1270	a while	598	tsjaːŋ² ndjeu¹	tsjaːŋ² ndjeu¹	tsjaːŋ² ndjɛːu¹	726	WHILE
9435	Jiarong	JR	sand1270	a while	598	tə³ tsjaːŋ²	tə³ tsjaːŋ²	tə³ tsjaːŋ²	726	WHILE
9442	Shuiwei	SW	sand1270	a while	598	ti³ ȶaŋ²	ti³ ȶaŋ²	ti³ tɕaŋ²	726	WHILE
9449	Pandong	PD	pand1262	a while	598	ti³ ɕi⁵	ti³ ɕi⁵	ti³ ɕi⁵	726	WHILE
9456	Jiaoli	JL	pand1262	a while	598	ti³ ɕi⁵	ti³ ɕi⁵	ti³ ɕi⁵	726	WHILE
9463	Tangnian	TN	anya1244	a while	598	ti³ ȶʰi⁵	ti³ ȶʰi⁵	ti³ tɕʰi⁵	726	WHILE
9470	Banliang	BL	anya1244	a while	598	ti³ ȶʰi⁵	ti³ ȶʰi⁵	ti³ ȶʰi⁵	726	WHILE
#
7469	Sandong	SD	sand1270	along	479	tʰjep⁷	tʰjep⁷	tʰjeːp⁷		
7480	Zhonghe	ZH	sand1270	along	479	tʰjep⁷	tʰjep⁷	tʰjeːp⁷		
7491	Tingpai	TP	sand1270	along	479	tʰiap⁷	tʰiap⁷	tʰiːap⁷		
7502	Antang	AT	sand1270	along	479	tʰjep⁷	tʰjep⁷	tɕɛːp⁷		
7513	Tangzhou	TZ	sand1270	along	479	tʰip⁷	tʰip⁷	tʰiːp⁷		
7524	Dujiang	DJ	sand1270	along	479	ʔnjam⁵	ʔnjam⁵	ʔnjam⁵		
7535	Sanjiang	SJ	sand1270	along	479	tʰjet⁷	tʰjet⁷	tʰiɛt⁷		
7546	Renli	RL	sand1270	along	479	lət⁸	lət⁸	lət⁸		
7557	Juqian	JQ	sand1270	along	479	tʰjep⁷	tʰjep⁷	tʰjɛːp⁷		
7568	Shuiyao	SY	sand1270	along	479	ɕi²	ɕi²	ɕi²		
7579	Jiarong	JR	sand1270	along	479	tʰjep⁷	tʰjep⁷	tʰjeːp⁷		
7591	Shuiwei	SW	sand1270	along	479	lət⁸	lət⁸	lət⁸		
7602	Pandong	PD	pand1262	along	479	tʰjep⁷	tʰjep⁷	tʰjeːp⁷		
7613	Jiaoli	JL	pand1262	along	479	tu³ tʰəːt⁸	tu³ tʰəːt⁸	tu³ tʰəːt⁸		
7624	Tangnian	TN	anya1244	along	479	tʰip⁷	tʰip⁷	tʰiːp⁷		
7635	Banliang	BL	anya1244	along	479	tʰip⁷	tʰip⁷	tʰiːp⁷		
#
1884	Sandong	SD	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1892	Zhonghe	ZH	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1900	Tingpai	TP	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1909	Antang	AT	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1917	Tangzhou	TZ	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1925	Dujiang	DJ	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1933	Sanjiang	SJ	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1941	Renli	RL	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1949	Juqian	JQ	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1957	Shuiyao	SY	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1966	Jiarong	JR	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1975	Shuiwei	SW	sand1270	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1984	Pandong	PD	pand1262	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
1993	Jiaoli	JL	pand1262	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
2002	Tangnian	TN	anya1244	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
2010	Banliang	BL	anya1244	ant	121	mət⁸	mət⁸	mət⁸	587	ANT
#
2547	Sandong	SD	sand1270	arm	162	ȶʰin¹	ȶʰin¹	ȶʰin¹	1673	ARM
2556	Zhonghe	ZH	sand1270	arm	162	ȶʰin¹	ȶʰin¹	ȶʰin¹	1673	ARM
2565	Tingpai	TP	sand1270	arm	162	ȶʰin¹	ȶʰin¹	ȶʰin¹	1673	ARM
2574	Antang	AT	sand1270	arm	162	ȶʰin¹	ȶʰin¹	ȶʰin¹	1673	ARM
2583	Tangzhou	TZ	sand1270	arm	162	ȶʰin¹	ȶʰin¹	tɕʰin¹	1673	ARM
2592	Dujiang	DJ	sand1270	arm	162	ɕin¹	ɕin¹	ɕin¹	1673	ARM
2601	Sanjiang	SJ	sand1270	arm	162	qə³ ɕin¹	qə³ ɕin¹	qə³ ɕin¹	1673	ARM
2610	Renli	RL	sand1270	arm	162	qo⁴ ɕin¹	qo⁴ ɕin¹	qo⁴ ɕin¹	1673	ARM
2619	Juqian	JQ	sand1270	arm	162	ȶʰən¹	ȶʰən¹	tɕʰɪn¹	1673	ARM
2628	Shuiyao	SY	sand1270	arm	162	ȶʰin¹	ȶʰin¹	ȶʰin¹	1673	ARM
2637	Jiarong	JR	sand1270	arm	162	ȶʰin¹	ȶʰin¹	ȶʰin¹	1673	ARM
2646	Shuiwei	SW	sand1270	arm	162	ȶʰin¹	ȶʰin¹	tɕʰin¹	1673	ARM
2655	Pandong	PD	pand1262	arm	162	ɕin¹	ɕin¹	ɕin¹	1673	ARM
